,Unnamed: 0,date,number of rooms,security level of the community,residence space,building space,basement space,aboveground space,noise level,waterfront,view,air quality level,building year,decoration year,district,city,zip code,region,exchange rate,lat,lng,is_renovated,total cost,label
1885,1885,2014/6/6 0:00,4,2.5,2040,6034,0,2040,2,0,0,3,1990,2009,9106 5th Ave NE,Seattle,WA 98115,USA,6.923986502,47.6952231,-122.3226035,1,528442.2104,2
1886,1886,2014/6/6 0:00,3,1.5,1900,5000,260,1640,1.5,0,0,3,1926,2003,6810 31st Ave NE,Seattle,WA 98115,USA,6.428036254,47.6780256,-122.2938569,1,518868.9865,2
1887,1887,2014/6/6 0:00,3,2.5,2400,6975,0,2400,2,0,0,3,1993,0,12032-12038 SE 76th St,Newcastle,WA 98056,USA,6.560892369,47.534083,-122.1787647,0,526732.8039,2
1888,1888,2014/6/6 0:00,4,2.5,2430,4747,0,2430,2,0,0,3,2008,0,360 SE Bush St,Issaquah,WA 98027,USA,6.457112896,47.5285183,-122.030963,0,555943.9638,2
1889,1889,2014/6/6 0:00,4,2.5,2630,6326,0,2630,2,0,0,3,2008,0,34917 SE Moffat St,Snoqualmie,WA 98065,USA,7.741349081,47.5220646,-121.8743983,0,550045.8515,2
1890,1890,2014/6/6 0:00,4,2.5,1990,2175,310,1680,2,0,0,3,2005,0,1102 NW 56th St,Seattle,WA 98107,USA,7.320787933,47.6696311,-122.3709675,0,592470.3462,2
1891,1891,2014/6/6 0:00,4,2.5,2560,5593,0,2560,2,0,0,3,2001,0,22801-22899 NE 100th Pl,Redmond,WA 98053,USA,7.351006904,47.6885803,-122.0369882,0,567118.234,2
1892,1892,2014/6/6 0:00,4,2.5,2840,9354,0,2840,2,0,0,3,1990,2009,1920 224th Pl NE,Sammamish,WA 98074,USA,6.391938667,47.6273928,-122.0398138,1,621521.6767,2
1893,1893,2014/6/6 0:00,3,1.75,1980,3300,840,1140,1.5,0,0,4,1926,1993,6040 27th Ave NE,Seattle,WA 98115,USA,6.733651888,47.6733347,-122.2982903,1,642527.4342,2
1894,1894,2014/6/6 0:00,3,2.25,2270,23900,450,1820,1,0,0,3,1975,0,1023 NW 166th St,Shoreline,WA 98177,USA,7.196513349,47.7505452,-122.3718009,0,658773.6526,2
1895,1895,2014/6/6 0:00,3,2.5,2550,13458,0,2550,2,0,0,3,1990,2009,4967 165th Pl SE,Bellevue,WA 98006,USA,6.736740278,47.5585894,-122.1209663,1,676989.0109,2
1896,1896,2014/6/6 0:00,4,2.75,3010,7215,0,3010,2,0,0,3,2014,0,10611 Slater Ave NE,Kirkland,WA 98033,USA,7.855489582,47.6952874,-122.1780616,0,722457.7902,3
1897,1897,2014/6/6 0:00,4,2.5,2820,6180,770,2050,2,0,0,3,2013,1923,3958 S Lucile St,Seattle,WA 98118,USA,7.431198809,47.5528471,-122.2810539,1,703587.8803,3
1898,1898,2014/6/6 0:00,4,3,2720,3800,920,1800,2,0,0,5,1919,1934,6326 20th Ave NE,Seattle,WA 98115,USA,6.113486722,47.6756428,-122.306192,1,728245.4034,3
1899,1899,2014/6/6 0:00,3,2.5,2670,12187,0,2670,2,0,0,3,1986,0,6935 142nd Ct NE,Redmond,WA 98052,USA,7.229985543,47.6677792,-122.1500142,0,731660.1803,3
1900,1900,2014/6/6 0:00,5,2.5,4600,19831,2300,2300,1,0,3,3,1956,2013,18015 15th Ave NW,Shoreline,WA 98177,USA,6.219987468,47.760862,-122.3781664,1,739176.3426,3
1901,1901,2014/6/6 0:00,4,2,2230,9900,0,2230,1.5,0,0,5,1959,0,12519 SE 15th St,Bellevue,WA 98005,USA,6.68759061,47.5977652,-122.1729562,0,803668.244,3
1902,1902,2014/6/6 0:00,2,2,2280,6815,0,2280,1,0,0,3,2002,0,12439 235th Pl NE,Redmond,WA 98053,USA,7.301910222,47.7103185,-122.0271662,0,834539.0441,3
1903,1903,2014/6/6 0:00,5,2.75,3030,7679,0,3030,2,0,0,3,2014,0,1855-1899 212th Ave SE,Sammamish,WA 98075,USA,7.661019833,47.5930619,-122.0569215,0,834020.2511,3
1904,1904,2014/6/6 0:00,4,3,3240,5562,0,3240,2,0,0,3,2013,1923,1852 271st Ave SE,Sammamish,WA 98075,USA,7.557812454,47.592429,-121.9755137,1,874505.1263,3
1905,1905,2014/6/6 0:00,4,2.75,2880,5750,1170,1710,1.5,0,0,5,1928,1970,1718 44th Ave SW,Seattle,WA 98116,USA,6.36354793,47.587443,-122.3873092,1,905245.2048,3
1906,1906,2014/6/6 0:00,4,2.5,4150,8436,0,4150,2,0,0,3,2014,0,3324 225th Ave SE,Sammamish,WA 98075,USA,7.98960359,47.5800337,-122.0393407,0,966796.0918,3
1907,1907,2014/6/6 0:00,4,3.25,3450,11240,1020,2430,2,0,3,4,1960,2001,Indian Trail,Burien,WA 98166,USA,6.329534985,47.455195,-122.3727156,1,994837.5437,3
1908,1908,2014/6/6 0:00,5,2.75,4400,18500,2150,2250,1,0,3,5,1963,0,15530-15998 61st Ave NE,Kenmore,WA 98028,USA,7.643441984,47.7420445,-122.2631764,0,1095691.235,3
1909,1909,2014/6/6 0:00,4,3.5,3010,3600,640,2370,2,0,0,3,1999,0,1622 38th Ave E,Seattle,WA 98112,USA,7.54464021,47.6341101,-122.2836739,0,1274935.797,3
1910,1910,2014/6/6 0:00,4,4,4270,6002,1090,3180,2,0,3,3,2004,2003,1645 30th Ave NE,Issaquah,WA 98029,USA,7.998329821,47.5443228,-121.9940249,1,1288525.624,3
1911,1911,2014/6/6 0:00,4,3.5,4280,9583,0,4280,2,0,0,3,2005,0,1415 108th Ave SE,Bellevue,WA 98004,USA,6.882437834,47.5979493,-122.196764,0,1312013.261,3
1912,1912,2014/6/7 0:00,4,2.5,3070,6432,0,3070,2,0,0,3,2006,0,3474 Wells Ave S,Renton,WA 98055,USA,6.068940238,47.4487256,-122.2050589,0,435808.4907,1
1913,1913,2014/6/7 0:00,3,3,1730,2940,0,1730,3,0,0,3,1985,0,2639 NW 86th St,Seattle,WA 98117,USA,7.02443381,47.6910991,-122.3919697,0,477194.1032,1
1914,1914,2014/6/7 0:00,4,2.5,2460,4200,0,2460,2,0,0,3,1998,2006,547 240th Ave SE,Sammamish,WA 98074,USA,7.145228097,47.6041469,-122.0201864,1,552283.7493,2
1915,1915,2014/6/7 0:00,6,2.5,3820,53173,1780,2040,1,0,0,4,1974,0,820 Idylwood Dr SW,Issaquah,WA 98027,USA,7.344295574,47.5209192,-122.0521797,0,392462.8611,1
1916,1916,2014/6/8 0:00,4,2.5,1811,4381,0,1811,2,0,0,3,2007,0,16603 113th Ave SE,Renton,WA 98055,USA,7.37042746,47.4540204,-122.1899464,0,246180.4156,0
1917,1917,2014/6/8 0:00,2,1,1440,3225,480,960,1,0,0,3,1915,0,1608 N 50th St,Seattle,WA 98103,USA,6.399357329,47.665256,-122.3379888,0,428313.6464,1
1918,1918,2014/6/8 0:00,3,1,1300,3550,0,1300,1.5,0,0,3,1927,2011,5606 8th Ave NE,Seattle,WA 98105,USA,6.755965356,47.6696347,-122.3198655,1,436167.5924,1
1919,1919,2014/6/8 0:00,4,2.25,2450,62290,0,2450,2,0,0,3,1976,0,18121 197th Pl NE,Woodinville,WA 98077,USA,6.745464063,47.7602723,-122.0743961,0,428459.0197,1
1920,1920,2014/6/8 0:00,3,2.75,3400,7200,930,2470,2,0,2,3,2009,0,353 Bronson Way NE,Renton,WA 98056,USA,6.467253686,47.4878521,-122.1911376,0,508252.0681,2
1921,1921,2014/6/8 0:00,5,3,2870,4369,780,2090,2,0,0,3,2007,0,11175 NE 162nd St,Bothell,WA 98011,USA,7.50229104,47.7448763,-122.1920892,0,514804.9356,2
1922,1922,2014/6/8 0:00,4,2.5,1780,4169,0,1780,2,0,0,3,1994,0,25025 SE 42nd St,Issaquah,WA 98029,USA,7.7529754,47.5694835,-122.0057639,0,521216.9959,2
1923,1923,2014/6/8 0:00,3,2.5,2300,7398,0,2300,2,0,0,3,2001,0,7075-7131 Thompson Ave SE,Snoqualmie,WA 98065,USA,6.290118105,47.5372667,-121.8760497,0,564100.482,2
1924,1924,2014/6/8 0:00,4,2.25,2370,9360,0,2370,2,0,0,4,1979,0,16314 NE 46th St,Redmond,WA 98052,USA,6.87583547,47.6517988,-122.1231197,0,683574.0205,2
1925,1925,2014/6/9 0:00,4,1.75,1980,9000,500,1480,1,0,0,2,1978,0,32835 38th Ct SW,Federal Way,WA 98023,USA,7.133237056,47.3071582,-122.3808145,0,204841.9774,0
1926,1926,2014/6/9 0:00,3,1.5,1150,8686,0,1150,1,0,0,4,1963,0,11002 SE 180th St,Renton,WA 98055,USA,6.976654559,47.4417266,-122.1940758,0,207346.537,0
1927,1927,2014/6/9 0:00,4,1.75,1300,21000,0,1300,1,0,0,4,1969,0,32838 38th Ave S,Federal Way,WA 98001,USA,6.484233051,47.3067576,-122.2852046,0,141270.6847,0
1928,1928,2014/6/9 0:00,3,1,1330,8912,0,1330,1,0,0,3,1948,1994,4725 S 172nd St,SeaTac,WA 98188,USA,6.573177188,47.4492929,-122.2739692,1,194565.2329,0
1929,1929,2014/6/9 0:00,3,1,1590,13000,0,1590,1.5,0,0,3,1944,0,13726-13736 8th Ave SW,Burien,WA 98166,USA,6.229916592,47.4792042,-122.345691,0,231743.2875,0
1930,1930,2014/6/9 0:00,3,1.75,1330,6301,0,1330,1,0,0,3,1998,2006,3802 I Pl NE,Auburn,WA 98002,USA,6.490431108,47.3410859,-122.2190631,1,221585.4478,0
1931,1931,2014/6/9 0:00,4,1,1910,16320,0,1910,1.5,0,0,3,1934,1978,9817 26th Ave SW,Seattle,WA 98106,USA,7.469333712,47.5150271,-122.3661749,1,197002.0846,0
1932,1932,2014/6/9 0:00,5,1.5,2520,5753,1010,1510,1.5,0,0,4,1928,0,2134 Montgomery Ave,Enumclaw,WA 98022,USA,7.881786802,47.2057517,-121.9970528,0,239368.7306,0
1933,1933,2014/6/9 0:00,3,2.25,2210,8000,0,2210,2,0,0,4,1969,0,3652 SW 328th St,Federal Way,WA 98023,USA,7.079087529,47.3085568,-122.3811177,0,238234.1076,0
1934,1934,2014/6/9 0:00,2,1,1200,9000,0,1200,1,0,2,5,1917,0,22018 8th Pl S,Des Moines,WA 98198,USA,7.684011849,47.3774837,-122.3233179,0,249526.4952,0
1935,1935,2014/6/9 0:00,4,2,2030,9300,0,2030,1,0,0,4,1976,1992,14218 NE 67th Ct,Redmond,WA 98052,USA,6.763839082,47.665871,-122.1488629,1,255675.0917,0
1936,1936,2014/6/9 0:00,2,1,1000,31505,0,1000,1,0,0,3,1960,2012,32823 NE 195th St,Duvall,WA 98019,USA,7.354732052,47.7659687,-121.8985571,1,150980.6356,0
1937,1937,2014/6/9 0:00,4,2.75,1990,7252,720,1270,1,0,0,3,1999,0,2820 V Ct SE,Auburn,WA 98002,USA,6.942803506,47.2838136,-122.2022538,0,239919.0007,0
1938,1938,2014/6/9 0:00,3,2.25,1680,35127,0,1680,2,0,0,3,1987,2000,20615 SE 334th St,Auburn,WA 98092,USA,6.233839409,47.3026261,-122.0668489,1,195973.9928,0
1939,1939,2014/6/9 0:00,3,1.5,1860,7963,660,1200,1,0,0,3,1963,2008,5162 S 170th St,Tukwila,WA 98188,USA,7.597888134,47.4513116,-122.2678233,1,282476.5085,0
1940,1940,2014/6/9 0:00,4,3,2390,4500,0,2390,2,0,0,3,1974,0,312 Wells Ave N,Renton,WA 98057,USA,6.033005183,47.487183,-122.2041533,0,277910.3188,0
1941,1941,2014/6/9 0:00,4,2.5,1980,5909,0,1980,2,0,0,3,2003,0,11717 SE 234th Pl,Kent,WA 98031,USA,7.415904426,47.3913278,-122.1850526,0,273657.3263,0
1942,1942,2014/6/9 0:00,3,2.5,1480,1590,330,1150,2,0,0,3,2010,0,2202 SW Elmgrove St,Seattle,WA 98106,USA,7.386519813,47.5302444,-122.3619895,0,308964.2398,1
1943,1943,2014/6/9 0:00,3,2,1350,11805,0,1350,1,0,0,3,1986,0,14329 275th Ave NE,Duvall,WA 98019,USA,6.728137852,47.731239,-121.9709105,0,260024.8242,0
1944,1944,2014/6/9 0:00,4,1.75,1920,7665,420,1500,1,0,0,4,1975,0,16016 SE 173rd St,Renton,WA 98058,USA,6.939491082,47.4475876,-122.1280185,0,305438.517,1
1945,1945,2014/6/9 0:00,2,1.5,1340,1210,220,1120,2,0,0,3,2008,0,1718-1748 21st Ave S,Seattle,WA 98144,USA,6.726908541,47.5878336,-122.3049099,0,342295.564,1
1946,1946,2014/6/9 0:00,3,2.5,1210,1420,0,1210,3,0,0,3,2008,0,717 N 95th St,Seattle,WA 98103,USA,6.81102274,47.6976549,-122.349117,0,337076.6939,1
1947,1947,2014/6/9 0:00,3,1.75,1240,8050,0,1240,1,0,0,4,1978,2000,22207 Daeila Dr,Sammamish,WA 98074,USA,6.695495583,47.6108145,-122.0439033,1,328984.6853,1
1948,1948,2014/6/9 0:00,2,1.75,1060,1241,100,960,2,0,0,3,2008,0,323 25th Ave S,Seattle,WA 98144,USA,7.764819497,47.5996534,-122.3001501,0,350833.6153,1
1949,1949,2014/6/9 0:00,3,3,2500,8304,0,2500,2,0,0,3,1997,0,13124 SE 223rd Ct,Kent,WA 98031,USA,6.419717534,47.4022054,-122.1661629,0,338881.6819,1
1950,1950,2014/6/9 0:00,3,2.5,1800,2700,0,1800,2,0,0,3,2011,0,2803 SW Bataan St,Seattle,WA 98126,USA,7.110721678,47.5457663,-122.3689187,0,355827.2323,1
1951,1951,2014/6/9 0:00,4,2.75,2190,14937,0,2190,2,0,0,3,1993,0,4816 S 277th Pl,Auburn,WA 98001,USA,7.302150935,47.3535098,-122.2729617,0,272190.0767,0
1952,1952,2014/6/9 0:00,3,1.75,1710,10800,0,1710,1,0,0,4,1958,1972,15303 75th Ave NE,Kenmore,WA 98028,USA,7.689444198,47.7390824,-122.2413163,1,350705.632,1
1953,1953,2014/6/9 0:00,4,1.5,2020,7560,0,2020,1,0,0,4,1960,2001,11303 146th Ave SE,Renton,WA 98059,USA,6.204751442,47.5020315,-122.1458781,1,346868.4668,1
1954,1954,2014/6/9 0:00,3,1.75,1230,7500,0,1230,1,0,0,3,1987,2000,14407 88th Ave NE,Kirkland,WA 98034,USA,6.523328717,47.7316465,-122.2241628,1,370101.1331,1
1955,1955,2014/6/9 0:00,4,1.75,2700,7875,0,2700,1.5,0,0,4,1968,0,16518-16526 147th Ave SE,Renton,WA 98058,USA,7.322024326,47.4540791,-122.1436353,0,335678.3213,1
1956,1956,2014/6/9 0:00,3,2.5,1720,1715,480,1240,2,0,0,3,2004,2003,6006 41st Ave SW,Seattle,WA 98136,USA,7.145618028,47.5481739,-122.3841682,1,390785.5544,1
1957,1957,2014/6/9 0:00,4,3.5,2370,3692,0,2370,2.5,0,0,3,2013,1923,3704 NE 14th St,Renton,WA 98056,USA,6.312193581,47.5047019,-122.1696121,1,380616.6931,1
1958,1958,2014/6/9 0:00,2,1,1140,5100,0,1140,1,0,0,3,1942,1999,3922 SW Kenyon St,Seattle,WA 98136,USA,6.20814975,47.532317,-122.3830778,1,377401.5828,1
1959,1959,2014/6/9 0:00,3,2.5,1960,4400,0,1960,2,0,0,3,2006,0,33823 SE Odell St,Snoqualmie,WA 98065,USA,6.241385878,47.5384691,-121.8890955,0,391181.1216,1
1960,1960,2014/6/9 0:00,3,1,1410,5060,500,910,1,0,0,4,1956,0,10711 Ashworth Ave N,Seattle,WA 98133,USA,7.877735648,47.7072604,-122.3396159,0,376944.5207,1
1961,1961,2014/6/9 0:00,3,2,1310,2550,530,780,1,0,0,3,1986,0,8519 Fremont Ave N,Seattle,WA 98103,USA,6.161677473,47.6910898,-122.3501031,0,414519.9715,1
1962,1962,2014/6/9 0:00,3,2.25,1890,7200,660,1230,1,0,0,4,1973,0,1021 NE 120th St,Seattle,WA 98125,USA,6.823360375,47.7156401,-122.3171206,0,397737.6916,1
1963,1963,2014/6/9 0:00,3,1.75,2240,8153,1120,1120,1,0,0,3,1948,1994,13749 1st Ave NE,Seattle,WA 98125,USA,7.992838317,47.7301088,-122.3291982,1,391730.2337,1
1964,1964,2014/6/9 0:00,4,2.5,2170,14024,0,2170,2,0,0,3,1992,0,27518 NE 147th Ln,Duvall,WA 98019,USA,7.347320629,47.7345465,-121.9701837,0,430833.1149,1
1965,1965,2014/6/9 0:00,3,1.75,1640,13500,530,1110,1,0,0,3,1940,1996,12016 23rd Ave NE,Seattle,WA 98125,USA,6.515147587,47.7163681,-122.3041536,1,443023.6106,1
1966,1966,2014/6/9 0:00,4,2.5,2330,9928,0,2330,2,0,0,3,1998,2006,275 SE 10th Cir,North Bend,WA 98045,USA,6.066671732,47.4836094,-121.7830871,1,456866.9009,1
1967,1967,2014/6/9 0:00,4,2.75,1980,11443,0,1980,1,0,0,5,1952,1998,19523 53rd Ave NE,Lake Forest Park,WA 98155,USA,7.544368526,47.7704633,-122.2732348,1,394038.2955,1
1968,1968,2014/6/9 0:00,4,1.75,2220,6500,0,2220,2,0,3,4,1964,0,16905 33rd Ave SW,Burien,WA 98166,USA,6.493499396,47.451919,-122.3745244,0,449779.8843,1
1969,1969,2014/6/9 0:00,3,3.5,1500,1249,260,1240,2,0,0,3,2004,2003,6008 14th Ave NW,Seattle,WA 98107,USA,7.489222335,47.6726885,-122.3730832,1,483204.8419,1
1970,1970,2014/6/9 0:00,4,1.75,2240,9886,0,2240,1.5,0,0,4,1965,0,16725 NE 22nd St,Bellevue,WA 98008,USA,6.595013658,47.6294642,-122.116167,0,458643.4342,1
1971,1971,2014/6/9 0:00,3,1.75,1300,8800,0,1300,1,0,0,4,1963,0,16805 NE 12th St,Bellevue,WA 98008,USA,7.283438954,47.6198802,-122.116051,0,440609.0172,1
1972,1972,2014/6/9 0:00,3,3,2470,36445,0,2470,2,0,0,4,1980,0,25616 SE 152nd St,Issaquah,WA 98027,USA,7.687818216,47.4660439,-121.997201,0,326884.242,1
1973,1973,2014/6/9 0:00,3,2.5,1900,6224,0,1900,2,0,0,3,2005,0,1706 251st Pl SE,Sammamish,WA 98075,USA,7.424600274,47.5941333,-122.0039372,0,522411.8823,2
1974,1974,2014/6/9 0:00,3,2.25,2190,7149,950,1240,1,0,1,4,1963,0,3600-3698 Wells Ave N,Renton,WA 98056,USA,6.507508925,47.5239705,-122.2039047,0,520659.3813,2
1975,1975,2014/6/9 0:00,4,2.5,2700,5100,1260,1440,1,0,0,4,1968,0,3946 SW Portland St,Seattle,WA 98136,USA,7.830546728,47.5331009,-122.384075,0,517450.5625,2
1976,1976,2014/6/9 0:00,3,2.5,2260,4165,0,2260,2,0,0,3,2005,0,24811 SE 19th St,Sammamish,WA 98075,USA,7.972779697,47.5922057,-122.0080729,0,528833.8618,2
1977,1977,2014/6/9 0:00,2,2.5,1380,951,0,1380,3,0,0,3,2006,0,5010 Greenwood Ave N,Seattle,WA 98103,USA,7.889271294,47.6653374,-122.3550808,0,547598.1194,2
1978,1978,2014/6/9 0:00,3,1.75,1760,10780,0,1760,1,0,0,3,1977,2004,1829 140th Ave SE,Bellevue,WA 98005,USA,6.292212961,47.5938315,-122.1540954,1,536108.2036,2
1979,1979,2014/6/9 0:00,3,1.5,2070,5386,930,1140,1,0,0,4,1948,0,8328 14th Ave NW,Seattle,WA 98117,USA,6.888892296,47.689591,-122.3737952,0,528435.4358,2
1980,1980,2014/6/9 0:00,4,2.5,2800,12831,0,2800,2,0,0,3,2001,0,15415 279th Pl NE,Duvall,WA 98019,USA,6.808415694,47.7391851,-121.9655857,0,531591.7028,2
1981,1981,2014/6/9 0:00,3,1.75,2050,3520,980,1070,1,0,0,4,1977,0,5404-5410 Beach Dr SW,Seattle,WA 98136,USA,7.612623729,47.5539156,-122.3988803,0,564910.1617,2
1982,1982,2014/6/9 0:00,2,2,1870,6275,0,1870,1,0,0,3,2003,0,12524 231st Ave NE,Redmond,WA 98053,USA,6.988412056,47.7108024,-122.0312476,0,569030.4842,2
1983,1983,2014/6/9 0:00,4,3.5,3730,15029,1290,2440,2,0,2,3,1991,0,24702 132nd Ct SE,Kent,WA 98042,USA,6.026240576,47.3804008,-122.1627995,0,523547.5148,2
1984,1984,2014/6/9 0:00,3,2.5,2630,77972,0,2630,2,0,0,3,2004,2003,31611 NE Cherry Valley Rd,Duvall,WA 98019,USA,6.728984663,47.7450541,-121.9154965,1,214107.0911,0
1985,1985,2014/6/9 0:00,3,2.5,2670,47480,0,2670,2,0,3,3,1981,2013,16901-17007 NE 160th Pl,Woodinville,WA 98072,USA,7.749976536,47.7439889,-122.1131367,1,574520.7888,2
1986,1986,2014/6/9 0:00,4,2.5,3190,7399,0,3190,2,0,0,3,2006,0,27465 254th Way SE,Maple Valley,WA 98038,USA,7.990175679,47.3559003,-122.004111,0,575929.9468,2
1987,1987,2014/6/9 0:00,3,2.5,2590,7237,0,2590,2,0,0,3,2004,2003,11331 19th Ave NE,Seattle,WA 98125,USA,7.216114951,47.7113522,-122.3089274,1,586360.77,2
1988,1988,2014/6/9 0:00,3,1.75,2210,16200,820,1390,1,0,0,3,1958,2004,2022 123rd Ave SE,Bellevue,WA 98005,USA,6.216898631,47.5923705,-122.1750044,1,597109.6204,2
1989,1989,2014/6/9 0:00,3,2.5,2140,8925,0,2140,2,0,0,3,1991,0,23359 NE 24th Pl,Sammamish,WA 98074,USA,6.650144263,47.6314263,-122.0272558,0,610580.2045,2
1990,1990,2014/6/9 0:00,4,2.5,2380,13435,0,2380,2,0,0,3,1992,0,3008 233rd Ave SE,Issaquah,WA 98075,USA,6.252339931,47.5833444,-122.0280297,0,617052.3763,2
1991,1991,2014/6/9 0:00,4,2.5,2350,63162,0,2350,2,0,0,4,1994,0,21601-21799 NE 175th St,Woodinville,WA 98077,USA,6.754994002,47.754759,-122.047258,0,585550.4496,2
1992,1992,2014/6/9 0:00,4,3,3150,7778,0,3150,2,0,0,3,2000,0,24012 SE 13th Pl,Sammamish,WA 98075,USA,7.775881179,47.5972286,-122.0181361,0,651521.7567,2
1993,1993,2014/6/9 0:00,4,2.5,2800,246114,0,2800,2,0,0,3,1999,0,6209 284th Way NE,Carnation,WA 98014,USA,7.125972635,47.6593918,-121.9611149,0,378741.7675,1
1994,1994,2014/6/9 0:00,4,2.5,2610,33206,0,2610,2,0,0,3,1988,2000,21306 NE 69th Ct,Redmond,WA 98053,USA,7.574260836,47.6662099,-122.0568135,1,549237.8047,2
1995,1995,2014/6/9 0:00,4,3.25,2050,5000,680,1370,2,0,0,4,1987,0,427 27th Ave E,Seattle,WA 98112,USA,6.336532723,47.6234242,-122.2980369,0,738447.6376,3
1996,1996,2014/6/9 0:00,4,2.5,2030,3905,400,1630,1.5,0,0,4,1926,1993,3912 Ashworth Ave N,Seattle,WA 98103,USA,6.968049433,47.6546829,-122.3398224,1,812266.033,3
1997,1997,2014/6/9 0:00,3,2.5,2630,10100,1050,1580,1,0,0,4,1967,0,14008 SE 45th Ct,Bellevue,WA 98006,USA,6.196501136,47.5637392,-122.1531745,0,809721.2601,3
1998,1998,2014/6/9 0:00,4,2.25,3160,34560,0,3160,1,0,0,4,1981,0,14461 156th Ave NE,Woodinville,WA 98072,USA,6.839009462,47.7339693,-122.1319395,0,807359.0199,3
1999,1999,2014/6/9 0:00,4,2.5,2730,4800,500,2230,1.5,0,0,5,1909,1988,2518 1st Ave W,Seattle,WA 98119,USA,7.85151515,47.6419912,-122.357909,1,957329.8145,3
2000,2000,2014/6/9 0:00,3,2.5,2850,10474,1120,1730,1,0,0,4,1954,1979,9824 NE 13th St,Bellevue,WA 98004,USA,7.515001643,47.6218123,-122.2090484,1,1130945.17,3
2001,2001,2014/6/9 0:00,4,2.5,2740,16007,0,2740,2,0,0,3,1984,0,2557 Medina Cir,Medina,WA 98039,USA,7.222808552,47.6352736,-122.2290844,0,1143977.523,3
2002,2002,2014/6/9 0:00,4,2.5,4250,19387,990,3260,2,0,2,4,1972,0,9426 SE 52nd St,Mercer Island,WA 98040,USA,6.085811703,47.5577417,-122.211981,0,1281440.17,3
2003,2003,2014/6/9 0:00,4,3.25,3300,15907,0,3300,2,0,0,5,1985,0,9213 SE 68th St,Mercer Island,WA 98040,USA,6.906343141,47.5412866,-122.216019,0,1252336.011,3
2004,2004,2014/6/9 0:00,5,3.5,4220,26784,2110,2110,1,0,0,3,1958,2006,400 Detwiller Ln,Bellevue,WA 98004,USA,6.651917533,47.6003609,-122.2059141,1,1570422.162,3
2005,2005,2014/6/9 0:00,4,3.25,4130,112521,0,4130,2,0,0,3,1978,0,13117 NE 33rd St,Bellevue,WA 98005,USA,6.882413117,47.639159,-122.165436,0,1422104.688,3
2006,2006,2014/6/10 0:00,4,1,1120,2685,260,860,1,0,0,3,1939,1969,1006 N 5th St,Renton,WA 98057,USA,6.374312809,47.490419,-122.202917,1,87087.63758,0
2007,2007,2014/6/10 0:00,4,1,1200,7200,0,1200,1.5,0,0,3,1944,0,6815 S 120th Pl,Seattle,WA 98178,USA,6.607440613,47.4950978,-122.2481632,0,98603.72825,0
2008,2008,2014/6/10 0:00,3,1,1010,9450,0,1010,1,0,0,4,1959,0,27019 15th Ave S,Des Moines,WA 98198,USA,6.406716792,47.3591993,-122.3149314,0,92685.93426,0
2009,2009,2014/6/10 0:00,3,1,970,6600,0,970,1,0,0,3,1965,1993,13240 Occidental Ave S,Burien,WA 98168,USA,7.760490491,47.483665,-122.3322202,1,132125.4552,0
2010,2010,2014/6/10 0:00,3,1.75,1330,9200,0,1330,1,0,0,4,1973,0,3301 20th St SE,Auburn,WA 98092,USA,6.032600255,47.2916272,-122.1850142,0,129204.9458,0
2011,2011,2014/6/10 0:00,3,1,920,9812,0,920,1,0,0,4,1962,0,34021 40th Ave S,Auburn,WA 98001,USA,6.39067457,47.2959126,-122.2838714,0,169193.9103,0
2012,2012,2014/6/10 0:00,3,1,970,7742,0,970,1,0,0,4,1967,0,31716 6th Ave S,Federal Way,WA 98003,USA,7.887001237,47.3172324,-122.327039,0,206148.7495,0
2013,2013,2014/6/10 0:00,3,1.75,1760,26055,840,920,1,0,0,3,1979,2014,18035 SE 262nd Pl,Covington,WA 98042,USA,6.674988236,47.366461,-122.1004637,1,207397.1341,0
2014,2014,2014/6/10 0:00,3,1.75,1590,7560,460,1130,1,0,0,3,1984,0,12033 SE 223rd Dr,Kent,WA 98031,USA,6.508755778,47.4015429,-122.1799613,0,234424.7748,0
2015,2015,2014/6/10 0:00,3,2,1320,7200,0,1320,1,0,0,5,1975,0,12526 SE 232nd St,Kent,WA 98031,USA,7.40756976,47.3946876,-122.1738915,0,248695.8864,0
2016,2016,2014/6/10 0:00,3,1.75,2040,7281,1020,1020,1,0,0,3,1962,2003,4056 S 151st St,Tukwila,WA 98188,USA,6.177430096,47.4682049,-122.2819352,1,212989.6461,0
2017,2017,2014/6/10 0:00,2,1,1380,5000,510,870,1,0,0,3,1943,2002,3010 S Holden St,Seattle,WA 98108,USA,7.842671426,47.5339385,-122.292821,1,238423.5171,0
2018,2018,2014/6/10 0:00,3,2.5,1560,4200,0,1560,2,0,0,3,2003,0,23620 SE 243rd Pl,Maple Valley,WA 98038,USA,7.27975189,47.3837731,-122.0260573,0,242378.1261,0
2019,2019,2014/6/10 0:00,4,2.25,1940,6206,0,1940,2,0,0,3,1990,2009,32900 19th Ave SW,Federal Way,WA 98023,USA,6.496471262,47.3063435,-122.3589787,1,247515.2845,0
2020,2020,2014/6/10 0:00,2,2,1651,18200,0,1651,1,0,0,3,1946,0,15923 Vashon Hwy SW,Vashon,WA 98070,USA,7.34976848,47.4620787,-122.4607583,0,213118.8492,0
2021,2021,2014/6/10 0:00,4,2.5,2009,5000,0,2009,2,0,0,3,2014,0,2411 57th St SE,Auburn,WA 98092,USA,7.190660021,47.2580985,-122.1983681,0,271279.0304,0
